"","PERSONID","VARSTRAT","GCDWORK","WKFTPT","HH_RACE","WKFTPT.1","WKRMHM","DRIVER","DTCOST","DTCONJ","R_SEX","R_AGE","HBHUR","WRKCOUNT","HHFAMINC"
"238921","58621116-1",42,10.707660674,2,1,2,2,1,-1,-1,1,74,"C",1,11
"238947","58627574-1",78,8.0959791413,2,2,2,2,1,2,-1,2,66,"TC",1,6
"238983","58632756-4",76,1.6289625107,2,1,2,2,1,-1,3,2,44,"S",2,18
"238993","58634684-2",48,1.5492431675,2,1,2,2,1,-1,-1,1,66,"C",3,12
"239055","58645961-1",53,1.2980718946,2,1,2,1,1,-1,-1,2,66,"C",2,16
"239057","58646007-1",40,8.5798959683,2,1,2,2,1,-1,-1,1,64,"TC",1,9
"239061","58646810-1",19,0.7648951859,2,1,2,2,1,3,-1,2,48,"TC",3,10
"239067","58647022-3",7,4.8015141187,2,1,2,2,1,-1,-1,1,30,"S",3,16
"239088","58653283-1",77,4.1373087352,2,97,2,2,1,-1,-1,1,73,"TC",1,7
"239090","58653872-1",11,3.9437875181,2,1,2,2,1,-1,-1,1,48,"TC",1,3
"239093","58654440-2",15,3.0717498181,2,1,2,1,1,-1,-1,2,42,"U",3,18
"239109","58656435-2",98,5.6661374811,2,1,2,2,1,-1,-1,2,42,"TC",2,17
"239132","58663394-2",36,6.1189506404,2,1,2,2,1,2,-1,2,77,"C",1,8
"239155","58665624-2",20,65.59047733,2,3,2,2,1,-1,-1,2,49,"U",1,12
"239188","58671072-3",97,1.3523607865,2,2,2,2,1,-1,-1,1,18,"TC",3,18
"239198","58672547-1",89,3.8079711778,2,1,2,2,1,-1,-1,2,62,"S",1,8
"239210","58674831-1",54,10.568646336,2,1,2,2,1,-1,3,2,49,"S",2,12
"239214","58676778-2",86,1.1896248621,2,1,2,1,1,-1,-1,1,84,"S",1,13
"239249","58684399-2",100,5.4405764709,2,1,2,2,1,-1,2,1,59,"TC",2,10
"239259","58686825-1",7,2.3006845263,2,1,2,2,1,3,-1,2,41,"C",2,8
"239298","58694437-1",52,3.4698674688,2,1,2,2,1,-1,2,2,59,"U",2,9
"239311","58695845-1",61,1.7750767874,2,1,2,2,1,-1,-1,2,33,"S",2,9
"239333","58702921-2",75,8.106321609,2,1,2,2,1,-1,2,2,53,"S",2,18
"239345","58705294-3",30,86.713792126,2,1,2,2,1,-1,-1,1,18,"TC",2,14
"239370","58707382-3",51,4.6311474186,2,1,2,2,1,-1,-1,2,16,"S",3,13
"239400","58712845-2",40,3.7089074452,2,1,2,2,1,-1,-1,2,50,"S",1,18
"239452","58721623-1",35,1.5771802359,2,1,2,2,1,-1,-1,2,60,"U",1,18
"239464","58722871-3",32,2.776363615,2,1,2,2,1,3,-1,2,23,"S",4,15
"239473","58724035-1",2,13.131564246,2,1,2,2,1,2,-1,1,41,"S",2,18
"239484","58724437-3",31,3.3178333697,2,1,2,2,1,-1,-1,2,21,"S",3,12
"239490","58724987-3",42,54.238785603,2,1,2,2,1,-1,-1,2,58,"TC",3,12
"239491","58724987-4",42,54.238785603,2,1,2,2,2,-1,-1,1,18,"TC",3,12
"239511","58727148-1",87,2.6011224806,2,1,2,2,1,-1,3,2,59,"S",3,18
"239521","58728060-2",90,0.6527393056,2,7,2,2,1,-1,-1,2,31,"U",1,1
"239540","58731622-3",48,5.2322481173,2,1,2,2,1,2,-1,1,17,"TC",2,13
"239547","58732843-1",12,8.6643706221,2,2,2,2,1,3,-1,1,38,"U",1,5
"239555","58733475-2",67,7.1020308947,2,1,2,2,1,-1,-1,1,74,"TC",1,5
"239559","58734007-1",25,7.0049037389,2,1,2,2,1,3,-1,2,59,"U",2,16
"239568","58735200-2",29,4.6082358736,2,1,2,2,1,-1,-1,2,48,"S",1,18
"239573","58736962-1",72,37.306471265,2,1,2,2,1,-1,-1,1,61,"S",3,18
"239580","58738180-2",40,3.5969397485,2,1,2,2,1,-1,-1,2,36,"TC",2,6
"239584","58738537-1",82,4.3066899183,2,1,2,2,1,1,-1,2,45,"TC",3,18
"239586","58738537-3",82,4.7159617299,2,1,2,2,1,-1,-1,2,16,"TC",3,18
"239605","58741733-1",21,6.615184791,2,1,2,2,1,2,-1,2,54,"C",3,14
"239607","58741733-3",21,2.9794761274,2,1,2,2,1,-1,-1,1,23,"C",3,14
"239610","58742105-1",67,11.401761564,2,1,2,2,1,-1,2,2,54,"S",2,17
"239622","58742954-1",96,10.47026892,2,1,2,2,1,-1,-1,1,86,"S",1,-8
"239649","58747977-2",12,25.904462636,2,1,2,1,1,-1,-1,2,50,"C",2,16
"239658","58750061-1",10,11.327337219,2,1,2,2,1,2,-1,2,56,"TC",2,14
"239662","58750388-1",52,2.2787868687,2,1,2,1,1,2,-1,2,68,"U",2,9
"239671","58751835-1",30,8.7322920713,2,1,2,2,1,-1,-1,2,57,"TC",1,5
"239673","58751899-1",42,7.8806506229,2,1,2,2,1,3,-1,2,44,"S",4,18
"239676","58751899-4",42,9.2604311283,2,1,2,2,1,-1,-1,2,18,"S",4,18
"239687","58752373-3",43,6.6102854802,2,1,2,2,1,-1,-1,1,18,"TC",3,8
"239726","58760275-1",79,2.7315446854,2,1,2,2,1,3,-1,2,34,"U",2,10
"239754","58763137-1",75,1.6271965387,2,1,2,2,1,-1,2,1,83,"TC",1,3
"239768","58764741-5",53,11.225057434,2,1,2,2,1,-1,-1,1,21,"TC",6,18
"239769","58764741-6",53,11.225057434,2,1,2,2,1,-1,-1,2,22,"TC",6,18
"239770","58764741-7",53,2.0930306153,2,1,2,2,1,-1,-1,2,19,"TC",6,18
"239773","58765702-1",69,1.05801969,2,1,2,2,1,-1,2,2,42,"TC",3,9
"239775","58765702-3",69,1.944899636,2,1,2,2,1,-1,-1,1,16,"TC",3,9
"239790","58767827-1",10,30.71248788,2,1,2,2,1,-1,-1,1,65,"U",2,18
"239791","58767827-2",10,4.2264823193,2,1,2,2,1,-1,2,2,62,"U",2,18
"239792","58767872-1",75,4.1606097629,2,1,2,2,1,-1,-1,2,54,"C",3,16
"239796","58767890-2",8,0.4724615604,2,1,2,2,1,-1,-1,1,65,"C",2,18
"239842","58777769-3",99,33.421571153,2,1,2,2,1,2,-1,2,24,"TC",2,18
"239848","58780170-1",71,11.450528421,2,1,2,1,1,-1,-1,2,36,"C",1,12
"239854","58781702-1",27,11.715851846,2,1,2,2,1,3,-1,1,56,"C",1,1
"239876","58783993-1",13,7.3158652947,2,1,2,2,1,-1,-1,2,35,"C",2,15
"239888","58784833-4",62,4.1988230119,2,1,2,2,1,-1,-1,1,17,"TC",3,14
"239890","58784936-2",93,9.7664885865,2,1,2,2,1,-1,-1,2,75,"TC",1,6
"239901","58787599-1",50,0.1438863787,2,1,2,2,1,-1,-1,2,55,"U",1,18
"239910","58789324-2",57,3.4290973545,2,1,2,2,1,2,-1,2,31,"C",2,12
"239916","58789539-3",37,5.5766431849,2,1,2,2,1,-1,-1,2,48,"TC",2,4
"239920","58790357-1",2,0.5738953737,2,1,2,2,1,-1,-1,2,56,"TC",1,4
"239935","58792070-1",65,9.8566543498,2,1,2,1,1,-1,-1,2,26,"TC",2,18
"239944","58792502-1",66,2.8594079597,2,1,2,2,1,-1,-1,2,73,"C",1,2
"239948","58793134-3",4,5.6793911022,2,3,2,2,2,-1,-1,2,60,"U",2,8
"239956","58794887-2",82,0.611903952,2,1,2,2,1,3,-1,2,17,"TC",2,16
"239969","58797066-2",21,0.339414726,2,1,2,2,1,-1,-1,1,85,"TC",1,8
"239974","58797525-3",43,25.579163464,2,1,2,2,1,-1,-1,2,23,"TC",4,18
"239975","58797525-4",43,20.516748284,2,1,2,2,1,-1,-1,1,19,"TC",4,18
"239982","58798782-2",23,5.1546606404,2,1,2,2,1,2,-1,2,64,"TC",2,-7
"239999","58802326-1",50,1.321071291,2,1,2,1,1,-1,-1,1,53,"U",2,5
"240007","58802698-1",51,36.599056601,2,1,2,2,1,3,-1,2,28,"TC",2,13
"240018","58804731-1",66,3.0684896717,2,1,2,2,1,-1,2,2,72,"U",1,3
"240031","58807330-1",94,22.121283724,2,1,2,2,1,3,-1,2,41,"C",2,17
"240048","58812932-1",14,1.8096792173,2,3,2,2,1,2,-1,2,40,"S",1,17
"240064","58814459-3",52,1.8355360111,2,1,2,2,1,1,-1,1,16,"S",3,18
"240070","58815700-1",66,15.030929644,2,1,2,2,1,3,-1,2,25,"TC",2,4
"240108","58820665-3",1,7.907342759,2,1,2,2,1,3,-1,2,44,"C",1,4
"240126","58822623-1",65,1.4147767894,2,1,2,2,1,-1,-1,1,60,"U",1,17
"240135","58823675-1",53,1.7031349274,2,1,2,2,1,3,-1,1,61,"S",1,4
"240139","58824122-2",4,10.550248767,2,1,2,2,1,-1,-1,1,79,"U",2,10
"240143","58825192-4",23,9.029744269,2,1,2,2,1,-1,-1,2,42,"S",3,8
"240147","58826649-2",87,12.2750034,2,1,2,1,1,-1,-1,1,67,"TC",1,8
"240159","58829305-2",68,20.722316656,2,1,2,2,1,-1,3,1,68,"S",2,18
"240196","58839881-1",56,2.6643785471,2,1,2,2,1,-1,1,2,71,"S",1,10
"240220","58845387-1",53,0.740494925,2,1,2,2,1,-1,-1,1,77,"TC",1,8
"240226","58845846-1",96,131.88983338,2,1,2,2,1,3,-1,1,77,"TC",1,6
"240265","58852639-2",44,0.3792968243,2,1,2,2,1,2,-1,2,61,"U",1,15
"240271","58853645-2",9,11.049041029,2,1,2,1,1,-1,-1,2,38,"TC",2,18
"240314","58859526-4",48,3.5531486875,2,97,2,2,1,-1,2,2,35,"S",2,13
"240354","58864548-1",56,3.0609297724,2,1,2,2,1,3,-1,2,18,"TC",1,-7
"240358","58866159-2",68,0.7129728576,2,1,2,2,2,-1,-1,2,65,"TC",2,15
"240361","58866216-2",71,3.732277532,2,2,2,2,1,-1,-1,2,38,"C",1,5
"240366","58866645-1",38,57.641197969,2,1,2,2,1,-1,-1,2,63,"TC",2,17
"240367","58866645-2",38,57.629180165,2,1,2,1,1,-1,2,1,69,"TC",2,17
"240370","58866672-4",14,1.1591278229,2,1,2,2,2,-1,-1,1,19,"C",2,17
"240396","58872888-2",29,1.168053917,2,1,2,2,1,-1,-1,1,63,"TC",1,5
"240433","58877397-2",86,5.0393033994,2,1,2,2,1,-1,-1,1,48,"S",1,16
"240438","58880230-1",80,1.7663690696,2,4,2,2,2,2,-1,2,53,"C",2,4
"240446","58881125-4",31,12.446624108,2,7,2,2,2,-1,-1,2,17,"U",1,6
"240469","58883080-2",88,3.407456738,2,1,2,2,1,-1,-1,2,58,"S",2,-8
"240483","58884751-4",15,3.7607631574,2,1,2,2,1,2,-1,2,22,"C",4,18
"240484","58885347-1",78,2.1245669973,2,1,2,2,1,3,-1,1,20,"S",3,18
"240491","58885459-5",75,5.4536812793,2,1,2,2,1,-1,-1,2,17,"TC",2,15
"240494","58886184-1",29,2.1574920039,2,1,2,2,1,-1,2,2,63,"S",1,-7
"240495","58886513-1",9,1.7201325562,2,1,2,2,1,3,-1,2,46,"S",2,11
"240506","58886960-3",70,0.8087120632,2,1,2,2,2,-1,-1,1,16,"C",3,18
"240514","58890266-1",64,0.2861274532,2,1,2,2,1,3,-1,2,47,"S",2,14
"240540","58894545-2",77,21.535217283,2,1,2,2,1,-1,-1,1,67,"TC",1,16
"240564","58898851-2",91,6.7283849327,2,1,2,2,2,-1,-1,2,22,"TC",1,4
"240574","58899269-3",41,4.6008939939,2,1,2,2,1,-1,-1,1,16,"TC",2,4
"240590","58901546-1",18,2.7838931204,2,1,2,2,1,-1,2,2,50,"S",1,-7
"240657","58912056-1",20,11.778851552,2,1,2,2,1,-1,-1,2,50,"TC",2,18
"240662","58912757-2",95,0.9637347872,2,1,2,2,1,-1,-1,2,46,"U",2,7
"240677","58914966-1",2,11.65051827,2,1,2,2,1,-1,-1,1,47,"S",2,12
"240682","58915338-1",22,15.264984175,2,1,2,2,1,-1,-1,2,75,"C",1,11
"240684","58915525-2",75,12.389884927,2,1,2,2,1,-1,-1,1,56,"S",1,-8
"240689","58915990-1",49,7.2091703251,2,1,2,2,1,3,-1,1,65,"S",2,16
"240691","58916223-1",4,13.902339241,2,1,2,2,1,3,-1,1,69,"C",1,6
"240702","58919381-1",64,75.964394487,2,1,2,2,1,-1,-1,1,71,"TC",1,18
"240724","58923717-1",63,282.25317743,2,7,2,2,1,-1,-1,2,50,"TC",1,7
"240745","58925300-2",55,0.8978421384,2,1,2,2,2,-1,-1,1,16,"S",3,10
"240746","58925300-3",55,5.410568108,2,1,2,2,1,-1,-1,1,21,"S",3,10
"240753","58926307-2",2,10.777000694,2,1,2,2,1,-1,-1,2,62,"TC",2,18
"240761","58927809-1",16,9.8499514181,2,1,2,2,1,3,-1,2,27,"S",2,10
"240794","58932278-3",7,0.0694281493,2,1,2,2,2,-1,-1,2,29,"C",1,7
"240806","58933501-1",13,10.207160906,2,1,2,2,1,-1,-1,2,53,"S",2,15
"240810","58933846-4",1,19.154574757,2,1,2,2,1,3,-1,1,58,"TC",3,7
"240811","58933891-1",30,33.490547837,2,1,2,1,1,3,-1,2,32,"TC",2,18
"240824","58935206-2",38,1.1944496319,2,2,2,2,1,3,-1,1,65,"C",1,-8
"240833","58936995-6",80,6.8669231843,2,1,2,2,1,-1,-1,1,22,"TC",3,9
"240841","58939240-1",51,13.89828305,2,1,2,2,1,-1,-1,2,50,"TC",2,16
"240845","58939697-1",81,0.2351771932,2,1,2,2,1,-1,-1,1,73,"TC",1,8
"240863","58942286-2",100,1.6707949387,2,1,2,2,1,-1,3,2,54,"S",3,11
"240865","58942286-4",100,2.0344292119,2,1,2,2,1,2,-1,2,17,"S",3,11
"240870","58943591-1",14,0.3923945387,2,1,2,2,1,-1,-1,2,84,"C",1,5
"240874","58944150-2",45,5.067700728,2,7,2,2,1,2,-1,2,49,"U",2,8
"240890","58947571-1",97,2.6934901353,2,3,2,2,1,2,-1,2,42,"S",2,17
"240896","58947861-1",23,8.4939413598,2,1,2,2,1,-1,2,1,26,"C",1,14
"240916","58949865-1",81,6.1344515331,2,1,2,2,1,-1,-1,2,62,"C",1,3
"240933","58953013-2",72,16.06206556,2,1,2,2,1,-1,-1,1,62,"S",1,-7
"240960","58956911-1",51,0.4095005131,2,1,2,2,1,-1,-1,1,77,"TC",1,4
"240963","58958942-1",40,2.8074778445,2,1,2,2,1,-1,2,2,60,"S",2,16
"240998","58965799-1",77,0.714270847,2,1,2,2,1,3,-1,2,70,"TC",2,6
"241006","58966376-1",56,0.0852708372,2,1,2,2,1,2,-1,2,65,"TC",3,8
"241007","58966376-2",56,14.126252295,2,1,2,2,1,-1,-1,2,18,"TC",3,8
"241022","58968035-1",30,0.610187421,2,1,2,2,1,3,-1,2,61,"U",2,18
"241033","58969069-3",79,4.5383595512,2,1,2,2,1,2,-1,2,22,"S",3,14
"241053","58971893-1",45,0.8759734825,2,1,2,2,1,3,-1,2,50,"S",2,17
"241087","58975695-2",18,11.522382115,2,7,2,2,1,-1,-1,2,30,"U",2,6
"241111","58978061-3",18,1.0680355843,2,1,2,2,1,-1,-1,1,19,"TC",2,10
"241134","58981025-1",27,1.8553399036,2,1,2,2,1,-1,-1,2,65,"TC",2,-8
"241143","58982367-1",80,0.5443917155,2,1,2,1,1,-1,-1,1,60,"S",1,17
"241147","58982385-3",77,0.3581244266,2,1,2,2,1,3,-1,1,24,"C",3,17
"241155","58983814-1",16,0.9465380638,2,-8,2,2,1,-1,-1,1,25,"C",1,-8
"241162","58985416-1",10,2.8630637644,2,1,2,2,1,3,-1,2,58,"C",1,4
"241172","58987027-2",4,3.5352804215,2,1,2,2,1,2,-1,2,51,"U",2,17
"241174","58987166-1",58,10.839374837,2,1,2,1,1,-1,-1,2,39,"U",2,18
"241180","58987447-2",25,2.1445251865,2,6,2,2,1,-1,-1,1,66,"TC",1,4
"241192","58989151-5",70,0.5508341512,2,2,2,2,1,-1,-1,2,20,"S",4,6
"241212","58991323-1",15,0.5864930069,2,1,2,2,1,2,-1,2,58,"S",1,4
"241234","58996234-3",88,7.2767322457,2,1,2,2,1,3,-1,2,24,"TC",4,13
"241262","59002235-3",87,1.6032863304,2,7,2,2,1,-1,-1,2,18,"C",2,6
"241263","59002244-1",77,9.460037208,2,1,2,2,1,3,-1,2,40,"TC",2,-7
"241293","59008572-1",100,3.4100577149,2,1,2,1,1,-1,-1,1,69,"TC",1,15
"241309","59011545-1",59,10.527044273,2,3,2,2,1,-1,-1,2,48,"C",2,18
"241315","59011826-1",69,12.610838537,2,1,2,2,1,2,-1,1,21,"TC",1,12
"241347","59015646-5",81,10.287061663,2,1,2,2,1,-1,-1,2,20,"U",6,10
"241348","59015646-6",81,4.8356747503,2,1,2,2,1,-1,-1,1,19,"U",6,10
"241410","59024282-1",17,8.4928328257,2,2,2,2,1,3,-1,2,64,"TC",1,6
"241413","59024442-2",88,4.3786550369,2,1,2,1,1,-1,-1,2,58,"S",3,18
"241428","59026026-1",39,4.1671992616,2,1,2,2,2,-1,-1,2,47,"U",2,14
"241439","59027331-1",87,20.137477337,2,1,2,2,1,3,-1,2,51,"TC",1,5
"241470","59030890-2",87,5.9534199129,2,1,2,2,1,-1,-1,2,47,"TC",2,17
"241511","59036191-2",51,1.9321625232,2,6,2,2,2,-1,-1,1,46,"TC",1,2
"241517","59036520-2",31,0.8382947126,2,1,2,2,1,-1,2,2,54,"TC",2,18
"241522","59037620-1",23,2.0143603976,2,1,2,2,1,-1,-1,1,71,"C",1,15
"241527","59038403-2",22,8.817749461,2,1,2,2,1,-1,-1,1,52,"C",2,17
"241532","59038739-2",79,1.5606008729,2,3,2,2,1,2,-1,1,28,"C",2,8
"241579","59048251-1",20,0.9067099721,2,1,2,1,1,-1,2,1,76,"U",1,14
"241597","59050759-2",49,0.8468005932,2,1,2,2,1,3,-1,2,62,"C",1,7
"241622","59056153-2",8,9.1364604891,2,1,2,1,1,-1,-1,1,37,"S",2,18
"241626","59056649-2",16,0.9134435401,2,7,2,2,1,-1,-1,2,35,"C",2,7
"241637","59058586-3",28,2.9613786555,2,1,2,2,1,2,-1,1,16,"TC",2,11
"241645","59060187-1",30,4.6879316853,2,2,2,2,1,-1,-1,2,46,"C",1,2
"241655","59060758-2",14,0.4771764139,2,1,2,1,2,-1,-1,1,34,"TC",1,2
"241661","59061447-2",44,8.4406599008,2,1,2,2,1,-1,-1,2,49,"S",2,-7
"241673","59063731-1",46,13.984385748,2,1,2,2,1,3,-1,2,38,"TC",2,16
"241699","59070168-1",88,23.33762668,2,1,2,2,1,-1,2,2,57,"TC",1,11
"241708","59072274-1",22,1.9404052141,2,97,2,2,1,-1,-1,1,69,"TC",2,5
"241709","59072274-2",22,2.5050427515,2,97,2,2,1,3,-1,2,60,"TC",2,5
"241722","59075332-1",96,17.216544083,2,1,2,2,1,-1,3,2,48,"S",2,12
"241750","59080792-1",27,5.4108248418,2,1,2,2,1,-1,-1,1,42,"TC",2,8
"241756","59081360-3",21,4.1488551359,2,3,2,2,1,-1,-1,2,18,"C",1,-8
"241777","59086628-2",28,19.547979768,2,1,2,2,1,3,-1,2,55,"S",2,18
"241782","59087278-1",14,9.8403422306,2,2,2,2,1,2,-1,2,39,"TC",3,6
"241790","59088985-2",20,8.8627311556,2,1,2,2,1,-1,-1,2,62,"TC",2,16
"241795","59091024-1",3,5.0412573025,2,1,2,2,1,-1,-1,2,63,"S",1,9
"241816","59093411-2",47,5.5272438515,2,1,2,2,1,-1,-1,2,57,"C",2,6
"241822","59093738-2",99,0.789144938,2,1,2,2,1,-1,-1,1,61,"C",1,10
"241843","59097914-2",24,6.7236178282,2,1,2,2,1,-1,-1,2,54,"S",2,18
"241844","59097914-3",24,0.5915610597,2,1,2,2,1,-1,-1,1,22,"S",2,18
"241845","59098005-1",53,2.9997365605,2,1,2,2,1,2,-1,2,31,"TC",2,17
"241851","59098256-3",74,7.7908579248,2,1,2,2,1,-1,-1,1,28,"S",3,18
"241852","59098742-1",87,0.8998393036,2,1,2,2,1,-1,-1,2,67,"TC",1,7
"241868","59100618-1",25,7.4543078352,2,1,2,1,1,-1,-1,2,52,"C",2,18
"241871","59101660-2",14,5.7687742966,2,1,2,2,1,-1,-1,1,72,"U",1,3
"241910","59109143-3",58,3.5164526401,2,1,2,2,1,-1,-1,2,20,"TC",4,10
"241912","59109143-5",58,3.6230041153,2,1,2,2,1,-1,-1,2,16,"TC",4,10
"241913","59109161-1",16,0.7907718109,2,1,2,2,1,3,-1,2,62,"C",1,10
"241938","59112657-3",44,1.4652340972,2,1,2,2,1,-1,-1,1,16,"C",2,16
"241945","59113739-1",92,0.8610231591,2,1,2,2,1,2,-1,2,64,"C",1,7
"241967","59119629-2",44,7.7186852341,2,1,2,2,1,-1,-1,1,18,"TC",1,17
"241982","59122843-1",98,9.8987896877,2,1,2,2,1,3,-1,1,68,"TC",2,14
"242015","59128304-4",72,3.0535823894,2,1,2,2,1,-1,-1,2,21,"TC",2,8
"242016","59128809-1",35,5.0351842451,2,1,2,2,1,-1,-1,1,68,"S",2,12
"242043","59131742-2",51,3.2778613436,2,1,2,1,1,-1,-1,2,64,"C",2,16
"242045","59131890-1",7,4.220481081,2,1,2,2,1,3,-1,2,51,"TC",2,18
"242052","59133045-2",4,3.9344685314,2,1,2,2,1,-1,2,1,76,"U",1,18
"242054","59133120-2",50,0.8490165669,2,1,2,2,1,-1,-1,1,66,"TC",1,6
"242060","59134565-1",28,6.8393987318,2,1,2,2,1,1,-1,1,57,"TC",1,6
"242061","59135197-1",21,11.377418453,2,1,2,2,1,3,-1,2,54,"TC",2,10
"242065","59135786-1",3,3.7120341391,2,1,2,2,1,-1,-1,2,32,"TC",1,18
"242068","59136402-1",53,2.7422151786,2,1,2,2,1,-1,-1,2,39,"S",2,18
"242075","59136653-2",4,8.4414500713,2,1,2,2,1,-1,-1,1,68,"TC",1,13
"242085","59138684-1",12,1.908664933,2,1,2,2,1,-1,3,1,66,"TC",2,12
"242092","59139702-1",23,32.326273914,2,1,2,2,1,-1,-1,2,49,"S",1,12
"242121","59142832-2",68,3.4329742757,2,1,2,2,1,-1,-1,2,32,"S",2,17
"242128","59144564-2",43,0.8153215482,2,7,2,2,2,-1,-1,1,27,"S",1,2
"242140","59146568-1",23,1.5298659285,2,1,2,2,1,-1,-1,1,87,"TC",1,6
"242154","59147547-2",64,0.5655204967,2,1,2,2,1,3,-1,1,60,"C",2,17
"242155","59147547-3",64,0.4383874842,2,1,2,2,1,-1,-1,2,22,"C",2,17
"242206","59157742-1",86,6.7055898669,2,5,2,2,1,-1,3,1,53,"S",1,8
"242226","59160144-2",44,0.3358364347,2,1,2,2,1,3,-1,1,76,"TC",2,5
"242229","59161075-1",36,9.1006193087,2,1,2,2,1,-1,-1,2,69,"TC",1,3
"242234","59161758-1",84,23.247704417,2,1,2,2,1,3,-1,2,63,"TC",1,11
"242249","59164311-2",48,11.01295604,2,1,2,2,1,-1,-1,1,70,"TC",1,-7
"242258","59166409-3",89,0.98504659,2,1,2,2,1,1,-1,1,17,"TC",3,13
"242278","59168618-2",76,0.9494979639,2,1,2,2,1,-1,-1,1,65,"C",1,9
"242305","59171195-2",21,4.4960252797,2,1,2,2,1,-1,-1,2,56,"TC",1,10
"242313","59172893-3",9,0.8486162482,2,1,2,1,1,-1,-1,1,19,"C",3,11
"242318","59173331-2",67,3.465242754,2,1,2,2,1,3,-1,1,67,"TC",1,14
"242324","59176323-1",63,3.4904509147,2,1,2,2,1,3,-1,2,51,"S",2,18
"242335","59177517-2",89,2.94572031,2,1,2,2,1,-1,-1,2,65,"TC",2,18
"242337","59178082-2",88,23.472777204,2,1,2,2,1,-1,-1,2,58,"TC",2,18
"242340","59178224-1",95,4.0287417479,2,1,2,2,1,-1,2,2,35,"S",1,18
"242347","59178448-5",14,1.0336653421,2,1,2,2,1,-1,-1,2,22,"S",3,16
"242350","59179025-2",32,15.784264295,2,1,2,2,1,-1,-1,1,27,"TC",1,6
"242365","59181363-3",57,0.8190028171,2,1,2,2,1,3,-1,2,17,"TC",3,9
"242368","59182436-1",62,4.0457948393,2,1,2,2,1,-1,-1,2,47,"S",4,-8
"242370","59182436-3",62,2.9285736629,2,1,2,2,1,3,-1,1,22,"S",4,-8
"242371","59182436-4",62,2.9285736629,2,1,2,2,1,2,-1,1,19,"S",4,-8
"242383","59185727-2",29,1.145280583,2,1,2,2,1,-1,3,1,80,"C",1,10
"242402","59188951-2",80,3.3924960283,2,1,2,2,1,1,-1,1,62,"TC",1,12
"242417","59191652-1",1,6.2336800553,2,1,2,2,1,-1,-1,2,50,"S",2,18
"242475","59201270-1",41,10.953315003,2,1,2,2,1,3,-1,2,56,"TC",1,8
"242488","59203283-2",34,6.5391200656,2,2,2,2,1,-1,-1,2,17,"S",2,9
"242496","59203591-2",74,2.0399631914,2,1,2,2,1,2,-1,2,41,"C",1,17
"242523","59207768-1",100,0.4759414197,2,1,2,2,1,-1,-1,1,70,"C",1,10
"242549","59212687-3",45,1.420308569,2,1,2,2,2,-1,-1,2,23,"S",1,-7
"242562","59214971-1",33,11.567817276,2,1,2,2,1,3,-1,2,64,"TC",2,18
"242588","59218362-1",26,1.3867548227,2,1,2,2,1,3,-1,1,71,"TC",2,6
"242602","59219565-2",73,0.179438186,2,1,2,2,1,-1,-1,2,29,"S",2,6
"242610","59221504-2",47,3.2897090235,2,1,2,2,1,-1,-1,1,35,"TC",2,17
"242623","59223571-1",69,4.19986088,2,7,2,2,1,-1,-1,1,34,"U",2,17
"242637","59224224-3",37,1.137792117,2,2,2,2,1,2,-1,1,18,"TC",3,18
"242700","59235417-1",43,0.6300777602,2,3,2,2,1,3,-1,1,64,"U",2,18
"242701","59235417-2",43,7.6601050405,2,3,2,2,1,3,-1,2,64,"U",2,18
"242702","59235752-1",8,6.2137894562,2,1,2,2,1,-1,-1,2,44,"TC",2,18
"242707","59236731-1",29,0.0258345017,2,1,2,1,1,3,-1,1,70,"TC",1,17
"242745","59241306-1",41,0.6069252935,2,1,2,2,1,3,-1,2,57,"S",2,17
"242749","59241520-3",82,3.9008357501,2,1,2,1,1,3,-1,2,42,"TC",4,16
"242750","59241520-4",82,16.166569967,2,1,2,2,2,-1,-1,2,17,"TC",4,16
"242751","59241593-1",38,10.266682512,2,1,2,2,1,3,-1,2,54,"TC",1,8
"242770","59243663-3",90,2.8600362974,2,1,2,2,1,-1,-1,1,35,"U",2,10
"242805","59249366-1",88,7.0827577669,2,1,2,2,1,-1,-1,1,54,"C",2,18
"242813","59249991-2",5,9.0009108891,2,1,2,2,1,3,-1,2,48,"S",2,18
"242821","59250942-1",6,10.522734645,2,7,2,2,2,-1,3,2,49,"U",3,2
"242822","59250942-3",6,0.7846306581,2,7,2,2,2,-1,3,1,48,"U",3,2
"242823","59250942-4",6,11.884429451,2,7,2,2,2,1,-1,1,18,"U",3,2
"242833","59253989-3",31,17.845521005,2,1,2,2,1,1,-1,2,17,"TC",2,11
"242868","59258199-1",30,2.6928352834,2,1,2,2,1,-1,-1,2,49,"TC",2,17
"242883","59259413-1",38,0.227556802,2,1,2,2,1,-1,2,1,74,"TC",1,10
"242886","59260642-1",11,0.6253966343,2,1,2,2,1,-1,-1,2,43,"C",2,18
"242891","59260688-2",73,2.4060564891,2,1,2,1,1,-1,-1,2,59,"U",1,18
"242907","59262178-3",75,1.3547244187,2,1,2,2,1,-1,-1,2,18,"S",3,16
"242940","59266998-1",79,2.7178825258,2,1,2,2,1,2,-1,1,77,"TC",1,8
"242944","59268040-1",1,1.7293831573,2,7,2,2,1,3,-1,2,56,"C",2,3
"242948","59268086-1",66,2.9343250742,2,1,2,2,1,-1,-1,2,49,"S",2,16
"242974","59271880-3",84,9.8010389723,2,1,2,2,1,2,-1,2,34,"TC",1,2
